,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
3535119,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-08,-36.0,-15.0,-38.0,-66.0,-26.0,18.0
3535120,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-09,-44.0,-27.0,-40.0,-68.0,-17.0,16.0
3535121,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-10,-30.0,-15.0,-30.0,-59.0,-38.0,22.0
3535122,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-11,-38.0,-21.0,-34.0,-64.0,-41.0,23.0
3535123,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-12,-37.0,-23.0,-37.0,-62.0,-42.0,24.0
3535124,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-13,-41.0,-29.0,-40.0,-61.0,-42.0,25.0
3535125,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-14,-38.0,-17.0,-40.0,-67.0,-39.0,25.0
3535126,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-15,-37.0,-13.0,-36.0,-67.0,-27.0,19.0
3535127,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-16,-45.0,-27.0,-41.0,-70.0,-19.0,17.0
3535128,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-17,-34.0,-19.0,-35.0,-63.0,-41.0,24.0
3535129,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-18,-40.0,-25.0,-39.0,-63.0,-42.0,25.0
3535130,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-19,-38.0,-22.0,-36.0,-61.0,-42.0,24.0
3535131,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-20,-37.0,-25.0,-36.0,-61.0,-43.0,24.0
3535132,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-21,-45.0,-25.0,-42.0,-72.0,-55.0,30.0
3535133,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-22,-43.0,-24.0,-42.0,-66.0,-30.0,21.0
3535134,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-23,-46.0,-31.0,-42.0,-67.0,-19.0,16.0
3535135,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-24,-34.0,-22.0,-33.0,-62.0,-39.0,24.0
3535136,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-25,-34.0,-18.0,-32.0,-60.0,-42.0,25.0
3535137,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-26,-34.0,-16.0,-32.0,-58.0,-42.0,24.0
3535138,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-27,-28.0,1.0,-29.0,-56.0,-42.0,22.0
3535139,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-28,-81.0,-64.0,-71.0,-88.0,-70.0,42.0
3535140,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-29,-80.0,-60.0,-70.0,-89.0,-60.0,33.0
3535141,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-30,-69.0,-60.0,-64.0,-88.0,-41.0,25.0
3535142,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-08-31,-55.0,-44.0,-50.0,-83.0,-68.0,36.0
3535143,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-01,-32.0,-14.0,-35.0,-59.0,-42.0,24.0
3535144,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-02,-33.0,-17.0,-33.0,-62.0,-42.0,23.0
3535145,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-03,-46.0,-26.0,-38.0,-66.0,-45.0,26.0
3535146,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-04,-46.0,-17.0,-45.0,-67.0,-44.0,29.0
3535147,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-05,-42.0,-7.0,-42.0,-67.0,-30.0,21.0
3535148,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-06,-77.0,-58.0,-64.0,-84.0,-40.0,26.0
3535149,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-07,-46.0,-23.0,-45.0,-66.0,-44.0,28.0
3535150,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-08,-51.0,-27.0,-46.0,-68.0,-49.0,30.0
3535151,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-09,-55.0,-33.0,-46.0,-76.0,-50.0,29.0
3535152,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-10,-57.0,-36.0,-45.0,-79.0,-51.0,29.0
3535153,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-11,-57.0,-29.0,-53.0,-80.0,-51.0,32.0
3535154,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-12,-58.0,-28.0,-52.0,-81.0,-39.0,24.0
3535155,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-13,-76.0,-57.0,-60.0,-84.0,-41.0,23.0
3535156,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-14,-51.0,-30.0,-44.0,-79.0,-47.0,28.0
3535157,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-15,-48.0,-22.0,-40.0,-80.0,-48.0,28.0
3535158,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-16,-52.0,-28.0,-45.0,-79.0,-48.0,30.0
3535159,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-17,-54.0,-32.0,-44.0,-81.0,-50.0,29.0
3535160,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-18,-54.0,-22.0,-49.0,-80.0,-49.0,32.0
3535161,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-19,-54.0,-17.0,-49.0,-83.0,-37.0,26.0
3535162,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-20,-76.0,-59.0,-64.0,-86.0,-43.0,27.0
3535163,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-21,-49.0,-25.0,-41.0,-80.0,-48.0,30.0
3535164,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-22,-53.0,-30.0,-45.0,-80.0,-49.0,31.0
3535165,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-23,-52.0,-28.0,-46.0,-78.0,-48.0,29.0
3535166,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-24,-55.0,-33.0,-48.0,-78.0,-49.0,29.0
3535167,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-25,-57.0,-26.0,-53.0,-80.0,-48.0,33.0
3535168,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-26,-56.0,-22.0,-52.0,-82.0,-35.0,24.0
3535169,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-27,-76.0,-58.0,-65.0,-84.0,-43.0,27.0
3535170,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-28,-48.0,-23.0,-41.0,-78.0,-44.0,30.0
3535171,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-29,-55.0,-32.0,-49.0,-80.0,-48.0,32.0
3535172,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-09-30,-48.0,-22.0,-43.0,-79.0,-46.0,28.0
3535173,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-01,-36.0,-7.0,-33.0,-62.0,-42.0,23.0
3535174,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-02,-40.0,-3.0,-43.0,-65.0,-42.0,24.0
3535175,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-03,-41.0,-1.0,-43.0,-66.0,-30.0,19.0
3535176,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-04,-50.0,-22.0,-46.0,-71.0,-27.0,16.0
3535177,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-05,-33.0,-5.0,-35.0,-62.0,-39.0,22.0
3535178,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-06,-36.0,-9.0,-38.0,-60.0,-42.0,23.0
3535179,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-07,-39.0,-14.0,-41.0,-60.0,-39.0,23.0
3535180,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-08,-40.0,-13.0,-36.0,-62.0,-40.0,24.0
3535181,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-09,-42.0,-7.0,-44.0,-65.0,-40.0,26.0
3535182,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-10,-41.0,-8.0,-40.0,-64.0,-26.0,16.0
3535183,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-11,-49.0,-24.0,-42.0,-70.0,-22.0,17.0
3535184,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-12,-36.0,-10.0,-35.0,-61.0,-37.0,25.0
3535185,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-13,-39.0,-13.0,-35.0,-61.0,-40.0,26.0
3535186,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-14,-37.0,-11.0,-38.0,-60.0,-39.0,25.0
3535187,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-15,-40.0,-19.0,-40.0,-60.0,-40.0,26.0
3535188,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-16,-37.0,-3.0,-44.0,-61.0,-39.0,27.0
3535189,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-17,-36.0,1.0,-37.0,-61.0,-25.0,20.0
3535190,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-18,-43.0,-16.0,-38.0,-66.0,-19.0,16.0
3535191,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-19,-35.0,-11.0,-38.0,-61.0,-38.0,26.0
3535192,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-20,-37.0,-16.0,-42.0,-58.0,-40.0,26.0
3535193,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-21,-37.0,-17.0,-41.0,-54.0,-38.0,25.0
3535194,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-22,-35.0,-12.0,-30.0,-57.0,-38.0,23.0
3535195,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-23,-36.0,-6.0,-39.0,-59.0,-37.0,25.0
3535196,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-24,-34.0,0.0,-29.0,-60.0,-25.0,17.0
3535197,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-25,-44.0,-18.0,-36.0,-66.0,-20.0,14.0
3535198,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-26,-32.0,-10.0,-30.0,-58.0,-36.0,22.0
3535199,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-27,-33.0,-12.0,-28.0,-56.0,-39.0,23.0
3535200,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-28,-30.0,-10.0,-24.0,-52.0,-37.0,22.0
3535201,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-29,-33.0,-14.0,-27.0,-53.0,-38.0,21.0
3535202,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-30,-35.0,-5.0,-39.0,-56.0,-39.0,24.0
3535203,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-10-31,-32.0,4.0,-33.0,-56.0,-24.0,16.0
3535204,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-01,-51.0,-18.0,-40.0,-69.0,-24.0,15.0
3535205,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-02,-40.0,-21.0,-35.0,-64.0,-60.0,27.0
3535206,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-03,-30.0,-8.0,-30.0,-54.0,-38.0,21.0
3535207,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-04,-29.0,-9.0,-33.0,-52.0,-36.0,22.0
3535208,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-05,-38.0,-18.0,-32.0,-59.0,-54.0,27.0
3535209,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-06,-34.0,-7.0,-37.0,-57.0,-36.0,24.0
3535210,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-07,-38.0,-7.0,-43.0,-62.0,-24.0,19.0
3535211,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-08,-36.0,-10.0,-28.0,-61.0,-13.0,14.0
3535212,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-09,-26.0,-5.0,-29.0,-52.0,-33.0,22.0
3535213,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-10,-28.0,-8.0,-33.0,-55.0,-36.0,23.0
3535214,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-11,-28.0,-9.0,-34.0,-55.0,-35.0,23.0
3535215,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-12,-33.0,-16.0,-37.0,-54.0,-37.0,24.0
3535216,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-13,-27.0,2.0,-35.0,-55.0,-34.0,24.0
3535217,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-14,-25.0,7.0,-31.0,-54.0,-19.0,16.0
3535218,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-15,-29.0,-3.0,-27.0,-56.0,-11.0,12.0
3535219,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-16,-21.0,0.0,-27.0,-49.0,-32.0,21.0
3535220,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-17,-24.0,-3.0,-26.0,-51.0,-35.0,22.0
3535221,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-18,-23.0,-5.0,-28.0,-49.0,-34.0,22.0
3535222,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-19,-28.0,-9.0,-29.0,-52.0,-35.0,23.0
3535223,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-20,-28.0,-1.0,-34.0,-52.0,-34.0,24.0
3535224,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-21,-25.0,6.0,-28.0,-55.0,-19.0,13.0
3535225,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-22,-32.0,-6.0,-27.0,-58.0,-9.0,12.0
3535226,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-23,-22.0,-4.0,-29.0,-52.0,-33.0,21.0
3535227,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-24,-30.0,-11.0,-39.0,-51.0,-36.0,23.0
3535228,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-25,-22.0,-3.0,-31.0,-48.0,-33.0,22.0
3535229,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-26,-25.0,-6.0,-29.0,-48.0,-35.0,22.0
3535230,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-27,-24.0,2.0,-34.0,-51.0,-33.0,22.0
3535231,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-28,-20.0,12.0,-27.0,-50.0,-17.0,15.0
3535232,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-29,-23.0,2.0,-22.0,-54.0,-7.0,11.0
3535233,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-11-30,-22.0,-2.0,-25.0,-55.0,-54.0,24.0
3535234,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-01,-20.0,4.0,-27.0,-44.0,-31.0,20.0
3535235,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-02,-31.0,-17.0,-43.0,-46.0,-34.0,25.0
3535236,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-03,-20.0,-2.0,-27.0,-46.0,-32.0,21.0
3535237,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-04,-22.0,5.0,-30.0,-47.0,-30.0,22.0
3535238,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-05,-20.0,8.0,-27.0,-50.0,-14.0,15.0
3535239,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-06,-29.0,-7.0,-32.0,-54.0,-8.0,13.0
3535240,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-07,-12.0,6.0,-21.0,-45.0,-31.0,19.0
3535241,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-08,-18.0,2.0,-17.0,-51.0,-49.0,23.0
3535242,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-09,-19.0,-3.0,-16.0,-48.0,-30.0,20.0
3535243,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-10,-19.0,-3.0,-11.0,-44.0,-32.0,21.0
3535244,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-11,-21.0,10.0,-14.0,-44.0,-31.0,21.0
3535245,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-12,-16.0,18.0,-8.0,-51.0,-17.0,13.0
3535246,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-13,-20.0,8.0,-7.0,-48.0,-5.0,11.0
3535247,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-14,-12.0,9.0,-7.0,-42.0,-29.0,20.0
3535248,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-15,-10.0,13.0,-4.0,-39.0,-30.0,20.0
3535249,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-16,-8.0,14.0,3.0,-37.0,-29.0,19.0
3535250,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-17,-11.0,11.0,5.0,-37.0,-30.0,19.0
3535251,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-18,-22.0,8.0,-18.0,-43.0,-31.0,22.0
3535252,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-19,-9.0,26.0,-6.0,-43.0,-12.0,14.0
3535253,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-20,-13.0,15.0,1.0,-38.0,-2.0,10.0
3535254,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-21,2.0,23.0,14.0,-33.0,-30.0,18.0
3535255,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-22,1.0,23.0,14.0,-26.0,-33.0,18.0
3535256,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-23,12.0,41.0,26.0,-23.0,-32.0,15.0
3535257,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-24,-6.0,40.0,23.0,-36.0,-52.0,17.0
3535258,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-25,-49.0,-24.0,-18.0,-67.0,-67.0,27.0
3535259,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-26,-28.0,3.0,-23.0,-50.0,-29.0,18.0
3535260,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-27,-18.0,12.0,-7.0,-50.0,1.0,11.0
3535261,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-28,-2.0,19.0,6.0,-40.0,-34.0,20.0
3535262,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-29,-1.0,24.0,4.0,-33.0,-36.0,20.0
3535263,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-30,5.0,44.0,17.0,-25.0,-50.0,20.0
3535264,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2020-12-31,-22.0,31.0,-6.0,-40.0,-58.0,21.0
3535265,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2021-01-01,-70.0,-55.0,-27.0,-72.0,-73.0,29.0
3535266,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2021-01-02,-41.0,-14.0,-28.0,-59.0,-38.0,20.0
3535267,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2021-01-03,-31.0,-8.0,-19.0,-56.0,-8.0,14.0
3535268,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2021-01-04,-13.0,6.0,-8.0,-44.0,-28.0,21.0
3535269,PH,Philippines,,,Bacolod Metropolitan Area,,,ChIJP0GxCmvSrjMRMF16rgQBE78,2021-01-05,-18.0,1.0,-6.0,-42.0,-31.0,21.0
