,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
3534625,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-09,-65.0,-41.0,-41.0,-69.0,-28.0,21.0
3534626,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-10,-52.0,-25.0,-24.0,-65.0,-44.0,25.0
3534627,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-11,-53.0,-27.0,-25.0,-64.0,-47.0,25.0
3534628,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-12,-54.0,-27.0,-25.0,-66.0,-46.0,25.0
3534629,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-13,-55.0,-28.0,-27.0,-66.0,-47.0,26.0
3534630,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-14,-54.0,-26.0,-31.0,-66.0,-44.0,27.0
3534631,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-15,-54.0,-24.0,-34.0,-64.0,-29.0,21.0
3534632,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-16,-61.0,-34.0,-37.0,-67.0,-25.0,19.0
3534633,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-17,-52.0,-24.0,-24.0,-64.0,-43.0,25.0
3534634,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-18,-54.0,-27.0,-26.0,-63.0,-45.0,25.0
3534635,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-19,-50.0,-23.0,-24.0,-59.0,-44.0,23.0
3534636,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-20,-48.0,-22.0,-25.0,-57.0,-44.0,23.0
3534637,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-21,-53.0,-26.0,-32.0,-65.0,-56.0,29.0
3534638,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-22,-51.0,-25.0,-33.0,-60.0,-28.0,20.0
3534639,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-23,-56.0,-31.0,-34.0,-61.0,-21.0,18.0
3534640,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-24,-46.0,-21.0,-21.0,-56.0,-40.0,22.0
3534641,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-25,-46.0,-20.0,-22.0,-56.0,-43.0,23.0
3534642,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-26,-48.0,-22.0,-22.0,-57.0,-42.0,23.0
3534643,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-27,-48.0,-22.0,-23.0,-58.0,-42.0,23.0
3534644,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-28,-49.0,-23.0,-28.0,-59.0,-41.0,24.0
3534645,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-29,-47.0,-21.0,-31.0,-55.0,-26.0,18.0
3534646,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-30,-53.0,-27.0,-32.0,-58.0,-20.0,16.0
3534647,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-31,-47.0,-22.0,-20.0,-63.0,-58.0,26.0
3534648,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-01,-44.0,-19.0,-21.0,-54.0,-42.0,21.0
3534649,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-02,-47.0,-22.0,-22.0,-57.0,-42.0,22.0
3534650,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-03,-48.0,-24.0,-24.0,-58.0,-42.0,22.0
3534651,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-04,-49.0,-24.0,-30.0,-60.0,-40.0,24.0
3534652,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-05,-47.0,-22.0,-31.0,-57.0,-26.0,18.0
3534653,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-06,-53.0,-28.0,-31.0,-58.0,-21.0,17.0
3534654,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-07,-46.0,-24.0,-22.0,-57.0,-41.0,22.0
3534655,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-08,-44.0,-19.0,-21.0,-55.0,-43.0,22.0
3534656,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-09,-48.0,-24.0,-22.0,-58.0,-43.0,22.0
3534657,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-10,-47.0,-23.0,-21.0,-58.0,-42.0,21.0
3534658,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-11,-48.0,-23.0,-25.0,-59.0,-40.0,23.0
3534659,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-12,-46.0,-20.0,-27.0,-55.0,-25.0,17.0
3534660,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-13,-50.0,-25.0,-25.0,-57.0,-18.0,15.0
3534661,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-14,-44.0,-21.0,-18.0,-57.0,-37.0,21.0
3534662,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-15,-44.0,-18.0,-22.0,-55.0,-41.0,22.0
3534663,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-16,-44.0,-16.0,-22.0,-55.0,-40.0,22.0
3534664,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-17,-46.0,-20.0,-22.0,-57.0,-40.0,22.0
3534665,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-18,-47.0,-21.0,-27.0,-58.0,-38.0,25.0
3534666,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-19,-45.0,-20.0,-27.0,-54.0,-24.0,18.0
3534667,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-20,-49.0,-23.0,-27.0,-56.0,-17.0,16.0
3534668,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-21,-44.0,-21.0,-20.0,-56.0,-39.0,22.0
3534669,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-22,-46.0,-21.0,-23.0,-55.0,-41.0,22.0
3534670,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-23,-50.0,-24.0,-27.0,-57.0,-41.0,23.0
3534671,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-24,-50.0,-24.0,-29.0,-58.0,-41.0,23.0
3534672,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-25,-50.0,-23.0,-33.0,-59.0,-39.0,25.0
3534673,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-26,-48.0,-20.0,-31.0,-54.0,-24.0,19.0
3534674,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-27,-51.0,-24.0,-28.0,-55.0,-18.0,17.0
3534675,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-28,-46.0,-20.0,-25.0,-55.0,-37.0,23.0
3534676,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-29,-47.0,-20.0,-28.0,-55.0,-41.0,23.0
3534677,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-09-30,-45.0,-14.0,-27.0,-54.0,-40.0,21.0
3534678,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-01,-46.0,-15.0,-31.0,-55.0,-40.0,20.0
3534679,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-02,-48.0,-17.0,-35.0,-56.0,-38.0,22.0
3534680,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-03,-46.0,-17.0,-35.0,-52.0,-26.0,16.0
3534681,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-04,-49.0,-19.0,-30.0,-52.0,-20.0,14.0
3534682,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-05,-45.0,-17.0,-28.0,-54.0,-38.0,19.0
3534683,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-06,-45.0,-16.0,-30.0,-53.0,-41.0,20.0
3534684,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-07,-49.0,-21.0,-31.0,-56.0,-40.0,21.0
3534685,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-08,-49.0,-21.0,-29.0,-56.0,-39.0,22.0
3534686,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-09,-49.0,-20.0,-33.0,-57.0,-36.0,24.0
3534687,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-10,-47.0,-19.0,-34.0,-53.0,-22.0,18.0
3534688,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-11,-54.0,-27.0,-36.0,-57.0,-18.0,17.0
3534689,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-12,-48.0,-22.0,-29.0,-55.0,-37.0,22.0
3534690,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-13,-46.0,-18.0,-29.0,-53.0,-39.0,23.0
3534691,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-14,-51.0,-25.0,-35.0,-57.0,-40.0,24.0
3534692,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-15,-45.0,-14.0,-32.0,-53.0,-38.0,23.0
3534693,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-16,-45.0,-13.0,-34.0,-53.0,-35.0,24.0
3534694,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-17,-43.0,-12.0,-32.0,-49.0,-22.0,18.0
3534695,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-18,-47.0,-18.0,-31.0,-52.0,-16.0,16.0
3534696,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-19,-44.0,-17.0,-29.0,-53.0,-35.0,22.0
3534697,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-20,-50.0,-26.0,-36.0,-55.0,-41.0,24.0
3534698,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-21,-46.0,-18.0,-30.0,-56.0,-38.0,22.0
3534699,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-22,-45.0,-17.0,-26.0,-54.0,-37.0,21.0
3534700,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-23,-46.0,-18.0,-30.0,-56.0,-35.0,22.0
3534701,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-24,-43.0,-13.0,-27.0,-51.0,-20.0,16.0
3534702,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-25,-50.0,-23.0,-31.0,-55.0,-17.0,15.0
3534703,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-26,-49.0,-25.0,-30.0,-59.0,-42.0,21.0
3534704,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-27,-42.0,-14.0,-23.0,-51.0,-38.0,19.0
3534705,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-28,-44.0,-17.0,-25.0,-52.0,-38.0,20.0
3534706,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-29,-44.0,-17.0,-30.0,-52.0,-39.0,20.0
3534707,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-30,-43.0,-13.0,-35.0,-53.0,-35.0,21.0
3534708,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-10-31,-39.0,-5.0,-33.0,-48.0,-21.0,15.0
3534709,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-01,-68.0,-40.0,-49.0,-70.0,-34.0,19.0
3534710,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-02,-48.0,-24.0,-36.0,-65.0,-61.0,26.0
3534711,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-03,-42.0,-16.0,-31.0,-51.0,-38.0,19.0
3534712,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-04,-44.0,-19.0,-32.0,-54.0,-38.0,21.0
3534713,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-05,-43.0,-16.0,-29.0,-54.0,-37.0,21.0
3534714,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-06,-44.0,-18.0,-33.0,-56.0,-34.0,22.0
3534715,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-07,-43.0,-17.0,-33.0,-53.0,-19.0,17.0
3534716,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-08,-44.0,-17.0,-28.0,-52.0,-13.0,14.0
3534717,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-09,-41.0,-17.0,-26.0,-53.0,-33.0,20.0
3534718,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-10,-41.0,-14.0,-28.0,-51.0,-37.0,21.0
3534719,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-11,-46.0,-22.0,-33.0,-56.0,-38.0,22.0
3534720,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-12,-65.0,-44.0,-36.0,-73.0,-62.0,23.0
3534721,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-13,-42.0,-13.0,-32.0,-57.0,-39.0,20.0
3534722,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-14,-37.0,-8.0,-30.0,-48.0,-18.0,14.0
3534723,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-15,-39.0,-10.0,-26.0,-49.0,-10.0,12.0
3534724,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-16,-36.0,-9.0,-24.0,-50.0,-33.0,18.0
3534725,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-17,-37.0,-10.0,-25.0,-49.0,-37.0,19.0
3534726,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-18,-39.0,-11.0,-25.0,-51.0,-35.0,19.0
3534727,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-19,-39.0,-11.0,-25.0,-51.0,-35.0,20.0
3534728,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-20,-39.0,-11.0,-29.0,-52.0,-32.0,21.0
3534729,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-21,-35.0,-8.0,-26.0,-46.0,-16.0,15.0
3534730,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-22,-39.0,-11.0,-23.0,-48.0,-10.0,13.0
3534731,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-23,-38.0,-13.0,-25.0,-51.0,-32.0,19.0
3534732,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-24,-38.0,-12.0,-26.0,-49.0,-36.0,20.0
3534733,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-25,-38.0,-11.0,-24.0,-50.0,-34.0,20.0
3534734,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-26,-36.0,-9.0,-23.0,-49.0,-34.0,20.0
3534735,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-27,-37.0,-10.0,-29.0,-50.0,-31.0,21.0
3534736,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-28,-31.0,-2.0,-23.0,-42.0,-14.0,14.0
3534737,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-29,-36.0,-7.0,-19.0,-43.0,-9.0,12.0
3534738,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-11-30,-31.0,-5.0,-14.0,-53.0,-54.0,23.0
3534739,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-01,-33.0,-3.0,-19.0,-41.0,-32.0,18.0
3534740,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-02,-35.0,-6.0,-22.0,-47.0,-32.0,20.0
3534741,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-03,-35.0,-6.0,-21.0,-46.0,-32.0,19.0
3534742,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-04,-37.0,-8.0,-26.0,-49.0,-30.0,21.0
3534743,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-05,-32.0,-4.0,-23.0,-42.0,-12.0,14.0
3534744,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-06,-36.0,-7.0,-22.0,-44.0,-6.0,12.0
3534745,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-07,-33.0,-8.0,-20.0,-46.0,-31.0,18.0
3534746,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-08,-32.0,-5.0,-17.0,-51.0,-50.0,22.0
3534747,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-09,-36.0,-10.0,-18.0,-47.0,-31.0,19.0
3534748,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-10,-36.0,-7.0,-14.0,-47.0,-33.0,20.0
3534749,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-11,-34.0,-2.0,-13.0,-46.0,-28.0,20.0
3534750,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-12,-29.0,2.0,-12.0,-40.0,-11.0,14.0
3534751,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-13,-32.0,-1.0,-6.0,-38.0,-3.0,12.0
3534752,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-14,-31.0,-2.0,-7.0,-44.0,-29.0,18.0
3534753,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-15,-26.0,6.0,-5.0,-40.0,-31.0,18.0
3534754,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-16,-26.0,8.0,-3.0,-40.0,-29.0,18.0
3534755,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-17,-27.0,6.0,-4.0,-40.0,-30.0,18.0
3534756,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-18,-32.0,0.0,-16.0,-44.0,-28.0,20.0
3534757,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-19,-28.0,2.0,-18.0,-37.0,-11.0,14.0
3534758,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-20,-24.0,10.0,-6.0,-30.0,1.0,11.0
3534759,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-21,-18.0,12.0,2.0,-35.0,-30.0,17.0
3534760,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-22,-16.0,18.0,3.0,-31.0,-33.0,16.0
3534761,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-23,-10.0,32.0,8.0,-28.0,-33.0,15.0
3534762,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-24,-20.0,40.0,11.0,-40.0,-54.0,19.0
3534763,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-25,-54.0,-33.0,-7.0,-67.0,-66.0,27.0
3534764,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-26,-37.0,-7.0,-17.0,-48.0,-27.0,17.0
3534765,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-27,-42.0,-14.0,-17.0,-45.0,-7.0,15.0
3534766,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-28,-22.0,10.0,1.0,-41.0,-35.0,19.0
3534767,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-29,-18.0,18.0,2.0,-35.0,-38.0,18.0
3534768,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-30,-17.0,33.0,7.0,-40.0,-52.0,21.0
3534769,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-12-31,-33.0,33.0,1.0,-49.0,-57.0,23.0
3534770,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-01,-67.0,-53.0,-9.0,-74.0,-70.0,30.0
3534771,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-02,-43.0,-15.0,-13.0,-53.0,-32.0,19.0
3534772,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-03,-46.0,-21.0,-16.0,-47.0,-10.0,16.0
3534773,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-04,-33.0,-3.0,-9.0,-46.0,-29.0,20.0
3534774,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-05,-34.0,-4.0,-10.0,-45.0,-32.0,20.0
3534775,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-06,-35.0,-4.0,-11.0,-47.0,-31.0,21.0
3534776,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-07,-36.0,-6.0,-14.0,-48.0,-32.0,21.0
3534777,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-08,-36.0,-5.0,-21.0,-49.0,-28.0,22.0
3534778,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-09,-34.0,-4.0,-22.0,-44.0,-12.0,16.0
3534779,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-10,-36.0,-6.0,-18.0,-44.0,-4.0,14.0
3534780,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-11,-34.0,-6.0,-18.0,-46.0,-29.0,20.0
3534781,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-12,-35.0,-9.0,-22.0,-46.0,-33.0,20.0
3534782,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-13,-38.0,-11.0,-22.0,-49.0,-33.0,19.0
3534783,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-14,-39.0,-14.0,-26.0,-51.0,-36.0,18.0
3534784,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-15,-40.0,-13.0,-31.0,-53.0,-35.0,18.0
3534785,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-16,-38.0,-12.0,-31.0,-50.0,-23.0,13.0
3534786,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-17,-41.0,-14.0,-24.0,-49.0,-16.0,11.0
3534787,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-18,-39.0,-16.0,-28.0,-51.0,-37.0,18.0
3534788,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-19,-40.0,-17.0,-29.0,-51.0,-39.0,19.0
3534789,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-20,-43.0,-20.0,-30.0,-53.0,-38.0,19.0
3534790,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-21,-41.0,-17.0,-30.0,-53.0,-38.0,19.0
3534791,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-22,-42.0,-16.0,-31.0,-53.0,-35.0,20.0
3534792,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-23,-39.0,-13.0,-29.0,-50.0,-21.0,14.0
3534793,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-24,-41.0,-15.0,-20.0,-49.0,-13.0,12.0
3534794,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-25,-37.0,-12.0,-21.0,-49.0,-34.0,18.0
3534795,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-26,-39.0,-14.0,-24.0,-49.0,-37.0,19.0
3534796,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-27,-40.0,-16.0,-26.0,-51.0,-36.0,19.0
3534797,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-28,-39.0,-13.0,-26.0,-50.0,-36.0,19.0
3534798,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-29,-36.0,-7.0,-28.0,-50.0,-32.0,19.0
3534799,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2021-01-30,-33.0,-1.0,-24.0,-46.0,-18.0,13.0
